"BatchID","Fish Serial Number","Prey ID","Prey Weight","Prey Number","Digestion Class","Notes"
131,"HIPP6260",451,0.11,,,
131,"HIPP6260",452,5.0e-03,,,
131,"HIPP6376",366,0.10,,,
131,"HIPP6376",439,0.33,,,
131,"HIPP6376",452,5.0e-03,,,
131,"HIPP6403",438,5.0e-03,,,
131,"HIPP6403",439,5.0e-03,,,
131,"HIPP6403",444,1.0e-03,,,
131,"HIPP6403",452,0.28,,,
131,"HIPP6495",366,0.08,,,
131,"HIPP6495",438,5.0e-03,,,
131,"HIPP6495",440,5.0e-03,,,
131,"HIPP6495",452,0.04,,,
132,"HIPP6521",14,1.0e-03,,,
132,"HIPP6521",366,0.12,,,
132,"HIPP6521",438,5.0e-03,,,
132,"HIPP6521",439,1.35,,,
132,"HIPP6521",444,5.0e-03,,,
132,"HIPP6521",452,0.11,,,
132,"HIPP6647",14,1.0e-03,,,
132,"HIPP6647",366,0.17,,,
132,"HIPP6647",438,0.02,,,
132,"HIPP6647",439,0.23,,,
132,"HIPP6647",452,5.0e-03,,,
132,"HIPP6648",444,1.0e-03,,,
132,"HIPP6648",451,1.0e-03,,,
132,"HIPP6775",14,1.0e-03,,,
132,"HIPP6775",366,0.35,,,
132,"HIPP6775",438,0.06,,,
132,"HIPP6775",439,0.06,,,
132,"HIPP6775",440,1.0e-03,,,
132,"HIPP6775",444,0.03,,,
132,"HIPP6775",452,0.24,,,
132,"HIPP6777",366,0.05,,,
132,"HIPP6777",438,5.0e-03,,,
132,"HIPP6777",439,0.11,,,
132,"HIPP6777",452,5.0e-03,,,
132,"HIPP6778",439,0.03,,,
132,"HIPP6792",366,0.07,,,
132,"HIPP6792",438,5.0e-03,,,
132,"HIPP6792",439,0.08,,,
132,"HIPP6792",440,5.0e-03,,,
132,"HIPP6792",452,0.14,,,
133,"HIPP6816",14,1.0e-03,,,
133,"HIPP6816",366,0.02,,,
133,"HIPP6816",438,5.0e-03,,,
133,"HIPP6816",439,0.12,,,
133,"HIPP6816",440,1.0e-03,,,
133,"HIPP6816",444,5.0e-03,,,
133,"HIPP6816",452,0.05,,,
133,"HIPP6820",366,0.05,,,
133,"HIPP6820",438,0.03,,,
133,"HIPP6820",439,0.06,,,
133,"HIPP6820",440,1.0e-03,,,
133,"HIPP6820",444,1.0e-03,,,
133,"HIPP6820",452,5.0e-03,,,
133,"HIPP6823",452,5.0e-03,,,
133,"HIPP6826",366,5.0e-03,,,
133,"HIPP6826",438,5.0e-03,,,
133,"HIPP6826",440,1.0e-03,,,
133,"HIPP6826",452,0.04,,,
134,"HIPP6837",14,1.0e-03,,,
134,"HIPP6837",438,5.0e-03,,,
134,"HIPP6837",439,0.06,,,
134,"HIPP6837",440,1.0e-03,,,
134,"HIPP6837",444,5.0e-03,,,
134,"HIPP6837",452,0.04,,,
134,"HIPP6838",438,5.0e-03,,,
134,"HIPP6838",452,5.0e-03,,,
134,"HIPP6841",438,5.0e-03,,,
134,"HIPP6841",452,5.0e-03,,,
135,"HIPP6863",14,1.0e-03,,,
135,"HIPP6863",438,5.0e-03,,,
135,"HIPP6863",439,0.05,,,
135,"HIPP6863",440,1.0e-03,,,
135,"HIPP6863",444,1.0e-03,,,
135,"HIPP6863",452,0.07,,,
135,"HIPP6864",452,5.0e-03,,,
136,"HIPP6880",30,0.07,,,
136,"HIPP6880",439,5.0e-03,,,
136,"HIPP6880",451,5.0e-03,,,
136,"HIPP6880",452,0.18,,,
136,"HIPP6905",438,5.0e-03,,,
136,"HIPP6905",439,0.32,,,
136,"HIPP6905",440,1.0e-03,,,
136,"HIPP6905",444,1.0e-03,,,
136,"HIPP6905",452,0.09,,,
136,"HIPP7015",438,5.0e-03,,,
136,"HIPP7015",439,0.25,,,
136,"HIPP7015",451,5.0e-03,,,
136,"HIPP7015",452,0.09,,,
136,"HIPP7137",438,0.13,,,
136,"HIPP7137",444,1.0e-03,,,
136,"HIPP7137",452,1.07,,,
136,"HIPP7255",366,0.03,,,
136,"HIPP7255",438,0.12,,,
136,"HIPP7255",439,0.05,,,
136,"HIPP7255",440,1.0e-03,,,
136,"HIPP7255",444,1.0e-03,,,
136,"HIPP7255",452,0.09,,,
