"","trackdistm","sldistm","trackdistNm","sldistNm","lat_start","lon_start","lat_end","lon_end","mean_grnd_spd","med_grnd_spd","start_time","end_time","midoc.stn","CE","total.t","ce_duration","t.check"
"147",26240.8070250327,25140.0943346813,14.1689074388156,13.5745699166715,-58.384168,85.303529,-58.60985,85.309043,9.56281321811895,10.6009998321533,2016-02-09 23:13:56,2016-02-10 00:42:59,"MIDOC27",1,89.0666666666667,89.0666639963786,-2.67028808309533e-06
"148",4761.12636061368,4201.50809703257,2.57080350629788,2.26863370754942,-58.610417,85.309,-58.647241,85.293337,5.17918324134203,3.10449993610382,2016-02-10 00:43:11,2016-02-10 01:12:59,"MIDOC27",2,29.8333333333333,29.8166544040044,-0.016678929328922
"149",4414.66277913842,4306.24788590105,2.38372807023524,2.32518868972747,-58.647361,85.293167,-58.678525,85.249259,4.81371532003885,4.99049997329711,2016-02-10 01:13:11,2016-02-10 01:42:58,"MIDOC27",3,29.8333333333333,29.7999936024348,-0.0333397308985433
"150",4575.0107703481,4496.22547850407,2.47030909052485,2.42776842069662,-58.67874,85.249041,-58.713871,85.210853,4.99090228794275,5.05100011825562,2016-02-10 01:43:10,2016-02-10 02:12:59,"MIDOC27",4,29.85,29.8333295981089,-0.0166704018910728
"151",2334.25345823998,2215.58590017785,1.26039649455089,1.19632111590233,-58.714006,85.210706,-58.731415,85.19221,2.55922806056403,2.58400011062622,2016-02-10 02:13:11,2016-02-10 02:42:59,"MIDOC27",5,29.8166666666667,29.8166544040044,-1.22626622527378e-05
"152",4726.65599997531,4550.96190855318,2.55219099377867,2.45732373925665,-58.731528,85.192074,-58.765048,85.147132,2.82602262209038,2.83200001716614,2016-02-10 02:43:11,2016-02-10 03:37:40,"MIDOC27",6,54.5333333333333,54.499996805191,-0.0333365281422928
"153",7260.93394386318,7018.22541656625,3.92059210952653,3.78953994125286,-59.007433,84.710837,-59.039811,84.606015,2.62549313845373,2.63750004768371,2016-02-10 12:00:07,2016-02-10 13:29:59,"MIDOC28",1,89.9,89.8666703939438,-0.0333296060561992
"154",2238.78786165147,2153.3802653874,1.20884917741374,1.16273274795778,-59.039886,84.605778,-59.050329,84.574208,2.44650363169148,2.46499991416931,2016-02-10 13:30:10,2016-02-10 13:59:59,"MIDOC28",2,29.8333333333333,29.8166688044866,-0.0166645288467429
"155",7400.72456890153,7276.80052226592,3.99607303605036,3.92915937960114,-59.050424,84.574067,-59.089687,84.472675,8.05478814435845,9.52200031280518,2016-02-10 14:00:11,2016-02-10 14:29:58,"MIDOC28",3,29.8333333333333,29.7999936024348,-0.0333397308985433
"156",2801.33461841206,1586.34046869469,1.51260023655392,0.85655564045498,-59.090061,84.471898,-59.09518,84.446073,3.05454087318187,1.62049996852875,2016-02-10 14:30:12,2016-02-10 14:59:57,"MIDOC28",4,29.8,29.7666575908661,-0.0333424091339083
"157",828.594229353118,387.727486690712,0.447405254298822,0.209356170531057,-59.095119,84.446054,-59.091825,84.448239,0.904327932274874,0.854000002145767,2016-02-10 15:00:10,2016-02-10 15:29:59,"MIDOC28",5,29.8333333333333,29.8166688044866,-0.0166645288467429
"158",3711.0096155538,1914.84392651948,2.00378561898559,1.03393338203168,-59.091794,84.44824,-59.102076,84.421466,2.90321663726373,2.80550003051758,2016-02-10 15:30:11,2016-02-10 16:11:38,"MIDOC28",6,41.4833333333333,41.4666576067607,-0.0166757265726716
"159",30251.0175274717,30102.874695615,16.334248671081,16.2542579120202,-59.493438,85.492449,-59.645337,85.932909,10.9977107675194,10.6070003509521,2016-02-10 20:59:54,2016-02-10 22:28:58,"MIDOC29",1,89.1,89.0833247979482,-0.0166752020518004
"160",12248.1277267259,12216.8942190148,6.61346230293973,6.59659755181655,-59.645659,85.934006,-59.695982,86.126623,13.3047965344535,13.2880001068115,2016-02-10 22:29:10,2016-02-10 22:58:59,"MIDOC29",2,29.8333333333333,29.8166687965393,-0.0166645367940284
"161",11869.7643863575,11846.8729559113,6.40916236876445,6.39680198065501,-59.696339,86.127721,-59.757455,86.300045,12.8917744203628,13.1630001068115,2016-02-10 22:59:10,2016-02-10 23:28:59,"MIDOC29",3,29.8333333333333,29.8333295981089,-3.73522440710872e-06
"162",4218.55011771691,3683.2777540197,2.27783566591207,1.98881160622721,-59.757784,86.301047,-59.786644,86.333029,4.59282234387691,4.5939998626709,2016-02-10 23:29:11,2016-02-10 23:59:00,"MIDOC29",4,29.8333333333333,29.8166688044866,-0.0166645288467429
"163",5060.61888309522,5024.69712711243,2.73251659025944,2.71312038666424,-59.786849,86.333484,-59.814559,86.404108,5.51633576167384,5.5149998664856,2016-02-10 23:59:11,2016-02-11 00:28:59,"MIDOC29",5,29.8166666666667,29.7833472092946,-0.0333194573720306
"164",5252.92956097303,5128.1502241359,2.83635608695432,2.76898061057375,-59.814724,86.404545,-59.837038,86.484507,3.68140079621407,3.35999989509583,2016-02-11 00:29:10,2016-02-11 01:15:26,"MIDOC29",6,46.3,46.2833280007045,-0.0166719992955464
"165",19641.4887853846,19482.8695267385,10.6055593600899,10.5199117810491,-60.027766,86.746262,-60.041257,86.397782,7.07594828015351,9.71100044250488,2016-02-11 10:37:06,2016-02-11 12:06:59,"MIDOC30",1,89.9,89.899991997083,-8.0029169566842e-06
"166",8939.70772465991,8888.42592003628,4.82705776388419,4.79936779450503,-60.04126,86.396683,-60.040247,86.237208,9.70490441860734,10.8120002746582,2016-02-11 12:07:11,2016-02-11 12:36:59,"MIDOC30",2,29.8333333333333,29.8166544040044,-0.016678929328922
"167",4359.91213424169,4312.42482131913,2.35416507626874,2.32852396924502,-60.040267,86.236886,-60.04766,86.160924,4.73702009944926,5.22100019454956,2016-02-11 12:37:11,2016-02-11 13:07:00,"MIDOC30",3,29.8333333333333,29.8333295981089,-3.73522440710872e-06
"168",3564.60774831264,3526.72753348423,1.92473490595565,1.90428121879755,-60.047698,86.160406,-60.051638,86.0976,3.88077572728163,3.20749998092652,2016-02-11 13:07:12,2016-02-11 13:36:59,"MIDOC30",4,29.8166666666667,29.7999935944875,-0.0166730721791595
"169",2314.40330467057,2274.98628591578,1.24967826518001,1.22839476998423,-60.051656,86.097341,-60.055101,86.05709,2.51863519326269,2.5255000591278,2016-02-11 13:37:11,2016-02-11 14:06:59,"MIDOC30",5,29.8333333333333,29.8166544040044,-0.016678929328922
"170",3813.06066966493,3748.30601612289,2.05888880001027,2.02392407154767,-60.055132,86.056834,-60.059732,85.990175,2.55502099855426,2.55299997329712,2016-02-11 14:07:11,2016-02-11 14:55:35,"MIDOC30",6,48.4333333333333,48.4166591962179,-0.0166741371154728
"171",13528.5925262502,13394.7053605497,7.30485823469648,7.23256492236633,-60.050642,85.854811,-60.073216,85.618589,4.91493381296822,2.53349995613098,2016-02-11 23:36:52,2016-02-12 01:05:59,"MIDOC31",1,89.1333333333333,89.133321595192,-1.17381413673456e-05
"172",9285.13636324768,9273.6876475944,5.01357437529013,5.00739256113213,-60.073355,85.617596,-60.093276,85.455823,10.0942080490274,10.1110000610352,2016-02-12 01:06:11,2016-02-12 01:35:58,"MIDOC31",2,29.8333333333333,29.7999935944875,-0.0333397388458287
"173",8773.37045475538,8758.51600607743,4.73724279063835,4.72922202709355,-60.093408,85.454829,-60.112158,85.301921,9.53721843138753,9.57999992370605,2016-02-12 01:36:10,2016-02-12 02:05:59,"MIDOC31",3,29.8333333333333,29.816668788592,-0.0166645447413138
"174",8884.84975875748,8870.78903351125,4.79743682118941,4.78984463416763,-60.112292,85.300763,-60.13056,85.145459,9.66017616995229,9.669499874115,2016-02-12 02:06:12,2016-02-12 02:35:59,"MIDOC31",4,29.8333333333333,29.7999935944875,-0.0333397388458287
"175",8401.05892416652,8385.9801539112,4.53621057351618,4.52806868596543,-60.130673,85.14451,-60.146879,84.99713,9.13736891973079,9.15100002288818,2016-02-12 02:36:11,2016-02-12 03:05:58,"MIDOC31",5,29.8166666666667,29.7999935944875,-0.0166730721791595
"176",11532.5525040305,11512.9410668709,6.22708245241882,6.21649311964439,-60.146983,84.996256,-60.171801,84.795,9.15522153656709,9.17399978637695,2016-02-12 03:06:10,2016-02-12 03:47:00,"MIDOC31",6,40.8666666666667,40.849991997083,-0.0166746695836366
"177",24825.9815112413,24779.3523119447,13.4049624988653,13.3797847363007,-60.313191,83.578437,-60.340322,83.133279,8.9609866417065,10.1824998855591,2016-02-12 18:23:11,2016-02-12 19:52:59,"MIDOC32",1,89.8333333333333,89.8166591962179,-0.0166741371154728
"178",9831.00126362097,9808.33956605507,5.30831794930099,5.29608160706839,-60.340379,83.132206,-60.344519,82.954786,10.7078094972579,10.793999671936,2016-02-12 19:53:11,2016-02-12 20:23:00,"MIDOC32",2,29.8333333333333,29.8166687965393,-0.0166645367940284
"179",9902.57808485095,9892.91175154532,5.34696635496187,5.34174695062916,-60.344533,82.953578,-60.345133,82.774421,10.7851555658307,10.8640003204346,2016-02-12 20:23:11,2016-02-12 20:52:58,"MIDOC32",3,29.8,29.7833328088125,-0.0166671911875369
"180",9554.14440744333,9509.63107606948,5.15882715180988,5.13479186694125,-60.345121,82.773318,-60.354139,82.602037,10.389517034651,10.6379995346069,2016-02-12 20:53:10,2016-02-12 21:22:59,"MIDOC32",4,29.8333333333333,29.8333295981089,-3.73522440710872e-06
"181",3022.74469826081,2143.44024381428,1.63215215903881,1.15736556372923,-60.354208,82.601395,-60.359917,82.564312,3.28995357961779,1.74000000953674,2016-02-12 21:23:11,2016-02-12 21:52:58,"MIDOC32",5,29.8333333333333,29.7999936024348,-0.0333397308985433
"182",942.407114005302,185.881898896705,0.508859318056961,0.100368232482568,-60.359897,82.564284,-60.360256,82.567573,0.82770380359518,0.805000007152557,2016-02-12 21:53:10,2016-02-12 22:30:24,"MIDOC32",6,37.2666666666667,37.249991997083,-0.0166746695836366
"183",13387.9275370597,13378.353057284,7.22890518912817,7.22373538175191,-60.958631,79.588562,-61.000876,79.357264,9.78027310898034,9.79899978637695,2016-02-13 16:28:06,2016-02-13 17:12:27,"MIDOC33",1,44.3833333333333,44.3666592041651,-0.0166741291681944
"184",25838.5933799278,25776.0979571605,13.9517293656457,13.9179845246545,-61.008107,79.318144,-61.092862,78.874177,9.41595016022579,9.87199974060059,2016-02-13 17:20:01,2016-02-13 18:48:58,"MIDOC34",1,88.9833333333333,88.9666560014089,-0.0166773319244413
"185",9156.18390386106,9150.70779253867,4.94394559217711,4.9409887275358,-61.09303,78.873197,-61.119878,78.712832,9.95612729188119,9.9680004119873,2016-02-13 18:49:10,2016-02-13 19:18:59,"MIDOC34",2,29.8333333333333,29.8333295981089,-3.73522440710872e-06
"186",9088.56812583457,9083.30694516104,4.90743597952126,4.90459516818832,-61.120026,78.711827,-61.145497,78.551688,9.88984291616134,9.89500045776367,2016-02-13 19:19:11,2016-02-13 19:48:59,"MIDOC34",3,29.8333333333333,29.8166544040044,-0.016678929328922
"187",8628.16097441912,8617.12722750661,4.65883591526443,4.65287816638279,-61.145657,78.550726,-61.1704,78.399084,9.38375768230189,9.63500022888184,2016-02-13 19:49:11,2016-02-13 20:19:00,"MIDOC34",4,29.8333333333333,29.8333295981089,-3.73522440710872e-06
"188",10287.543610934,10282.53947782,5.55483118552911,5.55212916882528,-61.170566,78.398192,-61.202462,78.218813,11.1943322097428,11.5729999542236,2016-02-13 20:19:12,2016-02-13 20:48:59,"MIDOC34",5,29.8166666666667,29.7999936103821,-0.0166730562845849
